Potential applied (V),Fitted WE(1).δ.Curren,Corrected WE(1).δ.Current (A
1.440124512,5.68369E-06,3.03857E-07
1.445159912,5.69789E-06,3.20175E-07
1.450195313,5.71209E-06,3.33441E-07
1.455230713,5.72622E-06,3.37618E-07
1.460266113,5.74036E-06,3.54003E-07
1.465301514,5.75443E-06,3.64348E-07
1.470336914,5.7685E-06,3.6859E-07
1.475372314,5.7825E-06,3.75945E-07
1.480407715,5.79651E-06,3.83299E-07
1.485443115,5.81046E-06,3.84609E-07
1.490478516,5.82441E-06,3.82867E-07
1.495513916,5.8383E-06,3.75077E-07
1.500549316,5.8522E-06,3.70339E-07
1.505584717,5.86604E-06,3.62602E-07
1.510620117,5.87988E-06,3.60969E-07
1.515655518,5.89367E-06,3.44127E-07
1.520690918,5.90746E-06,3.30337E-07
1.525726318,5.9212E-06,3.10492E-07
1.530761719,5.93494E-06,2.93699E-07
1.535797119,5.94863E-06,2.76951E-07
1.54083252,5.96233E-06,2.57152E-07
1.54586792,5.97598E-06,2.46551E-07
1.55090332,5.98964E-06,2.3595E-07
1.555938721,6.00325E-06,2.04028E-07
1.560974121,6.01686E-06,1.84312E-07
1.566009521,6.03043E-06,1.79895E-07
1.571044922,6.04401E-06,1.6327E-07
1.576080322,6.05754E-06,1.55837E-07
1.581115723,6.07108E-06,1.36197E-07
1.586151123,6.08458E-06,1.19643E-07
1.591186523,6.09808E-06,1.06141E-07
1.596221924,6.11155E-06,9.57223E-08
1.601257324,6.12502E-06,9.44594E-08
1.606292725,6.13846E-06,8.40713E-08
1.611328125,6.1519E-06,7.6735E-08
1.616363525,6.16531E-06,7.24787E-08
1.621398926,6.17873E-06,6.82224E-08
1.626434326,6.19211E-06,6.39922E-08
1.631469727,6.2055E-06,5.97621E-08
1.636505127,6.21886E-06,5.8608E-08
1.641540527,6.23222E-06,5.44022E-08
1.646575928,6.24556E-06,5.02187E-08
1.651611328,6.2589E-06,4.29835E-08
1.656646729,6.27221E-06,4.79759E-08
1.661682129,6.28553E-06,3.77095E-08
1.666717529,6.29883E-06,3.66171E-08
1.67175293,6.31213E-06,2.63694E-08
1.67678833,6.32541E-06,2.22422E-08
1.68182373,6.3387E-06,2.42185E-08
1.686859131,6.35196E-06,2.621E-08
1.691894531,6.36523E-06,2.51497E-08
1.696929932,6.37849E-06,2.10511E-08
1.701965332,6.39174E-06,2.3056E-08
1.707000732,6.40498E-06,1.59173E-08
1.712036133,6.41822E-06,1.18304E-08
1.717071533,6.43146E-06,4.70174E-09
1.722106934,6.44469E-06,9.78012E-09
1.727142334,6.45791E-06,8.76331E-09
1.732177734,6.47114E-06,1.07983E-08
1.737213135,6.48435E-06,6.73633E-09
1.742248535,6.49757E-06,-3.77354E-10
1.747283936,6.51078E-06,-3.2136E-09
1.752319336,6.52399E-06,-1.16703E-09
1.757354736,6.5372E-06,5.76567E-09
1.762390137,6.55041E-06,1.71204E-09
1.767425537,6.56362E-06,-1.02745E-08
1.772460938,6.57683E-06,4.28925E-09
1.777496338,6.59003E-06,-6.78253E-10
1.782531738,6.60324E-06,-5.0354E-09
1.787567139,6.62041E-06,-1.21307E-08
1.792602539,6.63757E-06,-6.71387E-09
1.797637939,6.65474E-06,-1.04523E-08
