Potential applied (V),Fitted WE(1).δ.Curren,Corrected WE(1).δ.Current (A
1.329345703,6.3847E-06,1.59259E-06
1.334381104,6.39635E-06,1.60231E-06
1.339416504,6.40799E-06,1.62424E-06
1.344451904,6.4194E-06,1.64029E-06
1.349487305,6.43081E-06,1.66246E-06
1.354522705,6.44198E-06,1.6818E-06
1.359558105,6.45316E-06,1.70114E-06
1.364593506,6.4641E-06,1.70851E-06
1.369628906,6.47505E-06,1.71892E-06
1.374664307,6.48577E-06,1.72651E-06
1.379699707,6.49648E-06,1.74021E-06
1.384735107,6.50698E-06,1.73887E-06
1.389770508,6.51748E-06,1.73753E-06
1.394805908,6.52775E-06,1.73336E-06
1.399841309,6.53803E-06,1.72918E-06
1.404876709,6.54809E-06,1.71912E-06
1.409912109,6.55815E-06,1.71517E-06
1.41494751,6.568E-06,1.70227E-06
1.41998291,6.57784E-06,1.68326E-06
1.425018311,6.58748E-06,1.66142E-06
1.430053711,6.59712E-06,1.63347E-06
1.435089111,6.60656E-06,1.59962E-06
1.440124512,6.61599E-06,1.57798E-06
1.445159912,6.62523E-06,1.54738E-06
1.450195313,6.63446E-06,1.50763E-06
1.455230713,6.6435E-06,1.47113E-06
1.460266113,6.65254E-06,1.43767E-06
1.465301514,6.66138E-06,1.39221E-06
1.470336914,6.67023E-06,1.3559E-06
1.475372314,6.67889E-06,1.31367E-06
1.480407715,6.68754E-06,1.27449E-06
1.485443115,6.69602E-06,1.23245E-06
1.490478516,6.7045E-06,1.1904E-06
1.495513916,6.71279E-06,1.13938E-06
1.500549316,6.72109E-06,1.10362E-06
1.505584717,6.72922E-06,1.06192E-06
1.510620117,6.73734E-06,9.16469E-07
1.515655518,6.7453E-06,9.84806E-07
1.520690918,6.75325E-06,9.37177E-07
1.525726318,6.76105E-06,8.95815E-07
1.530761719,6.76884E-06,8.63607E-07
1.535797119,6.77647E-06,8.22402E-07
1.54083252,6.78411E-06,7.81198E-07
1.54586792,6.79159E-06,7.493E-07
1.55090332,6.79908E-06,7.17403E-07
1.555938721,6.80641E-06,6.79548E-07
1.560974121,6.81375E-06,6.47798E-07
1.566009521,6.82095E-06,6.16188E-07
1.571044922,6.82814E-06,5.78475E-07
1.576080322,6.8352E-06,5.53104E-07
1.581115723,6.84226E-06,5.21629E-07
1.586151123,6.84919E-06,4.8418E-07
1.591186523,6.85613E-06,4.52835E-07
1.596221924,6.86293E-06,4.27716E-07
1.601257324,6.86974E-06,3.99545E-07
1.606292725,6.87643E-06,3.83699E-07
1.611328125,6.88312E-06,3.49542E-07
1.616363525,6.8897E-06,3.36858E-07
1.621398926,6.89629E-06,3.11966E-07
1.626434326,6.90276E-06,3.02438E-07
1.631469727,6.90924E-06,2.80703E-07
1.636505127,6.91562E-06,2.71273E-07
1.641540527,6.922E-06,2.52687E-07
1.646575928,6.92828E-06,2.34193E-07
1.651611328,6.93457E-06,2.09595E-07
1.656646729,6.94077E-06,2.03392E-07
1.661682129,6.94698E-06,1.84982E-07
1.666717529,6.9531E-06,1.75805E-07
1.67175293,6.95923E-06,1.57473E-07
1.67678833,6.96528E-06,1.51419E-07
1.68182373,6.97133E-06,1.39261E-07
1.686859131,6.97732E-06,1.30219E-07
1.691894531,6.98332E-06,1.27281E-07
1.696929932,6.98925E-06,1.06089E-07
1.701965332,6.99518E-06,1.06259E-07
1.707000732,7.00106E-06,8.51168E-08
1.712036133,7.00695E-06,8.22853E-08
1.717071533,7.01279E-06,6.4238E-08
1.722106934,7.01863E-06,6.14495E-08
1.727142334,7.02443E-06,5.86968E-08
1.732177734,7.03024E-06,4.98406E-08
1.737213135,7.03601E-06,4.10131E-08
1.742248535,7.04179E-06,3.21857E-08
